Title: ECSA-0w4HjPzIF1JB1B9INPVumIZ6NqWasTUC Detailed Results


Section: Benchmark Information
Name     Value
-----    -------------
RunId    0w4HjPzIF1JB1B9INPVumIZ6NqWasTUC.18Z


Section: WebDriver Throughput
Display: Line
Time (s)  createOrder  basket  getCatalogue  getItem  getCart  login  getOrders  catalogue   home  tags  getCustomer  viewOrdersPage  cataloguePage  getRelated  addToCart  catalogueSize  getAddress  getCard  showDetails
670              1.00    1.00          8.80    10.80    21.40   1.80       2.40       3.20   7.40  3.40        14.20            2.40           3.40        3.20       2.20           3.40        1.00     0.80         6.20
675              1.60    2.00         10.40    11.00    23.20   2.40       2.20       2.20   7.80  2.60        13.80            2.60           2.80        6.60       2.00           2.20        1.80     1.80         5.80
680              1.40    1.80         10.00     9.60    22.00   2.00       3.20       2.40   9.40  1.80        10.00            2.40           2.00        5.40       1.20           2.20        1.80     2.00         4.20
685              1.80    1.40         13.40    11.40    22.60   2.40       2.20       3.40  10.20  2.80        10.40            2.80           2.60        4.20       1.80           3.40        1.60     1.60         3.40
690              1.60    2.00          8.60     8.60    22.80   2.40       3.40       3.40   9.00  4.60        10.80            2.80           3.80        3.40       0.60           3.80        1.40     2.20         3.60
695              2.00    0.40         13.00    10.60    21.80   2.00       2.20       2.80  10.60  2.40        12.80            3.20           3.00        3.40       1.00           3.00        1.80     0.80         4.40
700              1.40    1.20         11.40     9.80    23.40   1.20       3.00       3.80  10.00  3.20        12.00            2.20           2.80        4.60       1.20           3.00        0.80     1.00         4.60
705              1.00    1.20          9.40     9.00    22.00   2.40       2.20       3.20   9.80  3.80        11.60            2.00           3.80        5.20       1.00           3.40        1.20     1.40         5.00
710              1.20    1.40         11.80     9.20    22.60   3.20       1.80       2.40  10.40  2.40        11.60            2.20           3.20        4.80       1.20           2.00        0.60     0.40         4.80
715              0.60    1.20         16.00     8.40    25.80   3.20       2.40       3.80  14.80  3.00         9.80            2.20           2.60        4.40       0.60           3.60        1.40     1.40         3.20
720              1.40    0.60         10.80     8.20    21.80   2.20       2.20       6.00   8.80  5.40        10.00            2.20           3.80        3.00       0.60           6.00        1.40     1.40         3.00
725              1.40    0.20         10.00     9.20    21.80   2.40       3.00       1.80  10.00  4.00        13.80            3.00           5.20        3.80       1.20           2.80        0.20     0.00         6.00
730              0.20    1.20         11.80     8.60    22.80   2.80       1.40       3.80  11.60  2.20         9.60            1.60           2.40        6.20       2.60           3.60        0.60     0.80         6.00
735              0.60    2.40         10.20     7.80    25.60   2.60       1.80       3.40   8.20  3.60        12.00            1.80           4.00        6.20       1.40           3.20        1.00     1.60         4.60
740              1.20    1.80         10.80    10.40    19.60   2.20       2.00       2.40   8.80  2.40        10.60            2.00           2.20        4.40       1.20           2.20        2.80     2.40         4.60
745              2.20    1.40         11.60    10.80    21.80   2.80       2.80       2.80  10.20  2.80        10.40            2.60           2.60        4.40       1.20           2.80        1.00     1.60         3.60
750              1.80    1.20         10.80     8.40    23.20   2.80       3.40       3.00   9.00  4.00        12.20            3.00           4.40        2.80       0.60           3.60        1.40     0.80         3.60
755              0.60    0.60         10.00    10.40    22.00   2.00       1.80       3.00   9.60  2.40        12.60            2.20           2.80        5.20       2.40           2.20        1.60     1.40         6.60
760              1.60    2.00         11.00    10.00    22.00   2.80       3.00       2.40   9.20  2.80        11.00            2.80           2.00        5.60       2.00           3.00        0.80     1.20         3.40
765              1.40    2.00         12.20    10.00    23.60   3.00       2.40       2.40  10.00  2.00        10.60            3.20           2.40        3.20       0.80           2.20        2.60     2.40         4.00
770              2.20    1.20         11.80    10.40    22.00   3.40       3.20       3.40   9.20  2.80        11.40            3.80           3.00        3.60       1.40           2.40        1.40     1.40         4.00
775              1.20    1.20         11.00    10.80    21.80   2.20       3.20       1.40  11.20  3.00        12.20            2.20           2.60        4.20       0.80           2.80        1.60     1.40         3.60
780              1.80    0.40         11.20    10.00    22.00   3.60       3.40       3.40  11.00  2.00        10.20            3.40           2.20        3.80       2.00           3.00        0.40     0.40         4.60
