"","Time","createOrder","basket","getCatalogue","getItem","getCart","login","getOrders","catalogue","home","tags","getCustomer","viewOrdersPage","cataloguePage","getRelated","addToCart","catalogueSize","getAddress","getCard","showDetails","NA"
"339","1645","0.40","1.20","12.00","7.80","21.40","2.60","2.20","4.00","12.80","3.20","10.80","2.60","3.60","3.80","1.20","4.40","1.40","1.20","4.40",""
"340","1650","1.40","1.00","11.00","9.80","23.00","2.40","2.40","3.20","8.80","3.40","10.60","2.20","3.40","5.00","1.00","3.40","1.40","1.60","4.40",""
"341","1655","1.60","1.40","12.00","8.60","24.80","3.20","2.40","3.00","10.20","3.20","12.00","3.00","3.40","4.20","1.40","2.80","0.80","0.40","5.40",""
"342","1660","0.40","0.80","11.00","8.00","21.40","2.00","2.60","2.60","10.40","2.80","10.60","1.80","3.00","5.00","1.60","2.60","1.00","1.20","3.60",""
"343","1665","1.60","1.60","11.80","9.20","21.60","3.00","2.00","4.00","10.00","4.00","10.20","2.60","3.60","3.60","1.60","4.20","1.60","1.60","4.60",""
"344","1670","1.00","1.40","10.20","11.20","23.80","1.60","2.80","3.40","8.20","3.40","13.20","3.20","2.80","5.00","1.00","3.00","1.40","1.40","4.80",""
"345","1675","1.40","1.40","10.60","11.00","21.40","2.60","2.80","2.00","10.40","2.80","12.60","2.20","2.60","5.00","1.00","2.80","1.00","1.40","5.00",""
"346","1680","1.40","1.20","12.60","7.80","23.80","3.00","3.00","2.80","12.00","1.40","9.60","3.60","2.40","4.40","1.20","2.00","1.60","1.00","3.20",""
"347","1685","1.60","1.00","11.40","9.20","22.40","2.80","3.00","3.40","10.20","4.00","11.40","2.60","3.60","2.80","0.60","3.80","1.00","1.20","3.00",""
"348","1690","1.00","0.40","10.80","8.40","19.80","3.00","3.00","3.00","10.40","3.00","10.40","2.80","3.20","3.60","0.60","2.80","0.80","1.00","4.00",""
"349","1695","0.60","1.00","13.80","8.60","25.00","4.00","2.20","2.00","13.00","1.60","10.40","2.20","1.40","5.00","1.20","1.80","1.00","0.60","4.20",""
"350","1700","0.60","0.80","13.80","8.00","24.00","3.00","2.80","4.60","10.80","4.00","10.20","2.80","3.80","2.20","1.00","3.80","0.60","1.00","3.60",""
"351","1705","1.40","1.40","9.00","7.60","20.40","1.60","3.20","3.20","8.40","4.20","10.80","3.20","4.20","4.40","1.40","4.00","1.20","1.20","4.00",""
"352","1710","1.00","1.00","10.60","11.40","22.20","2.40","2.00","3.20","9.60","3.00","12.60","2.00","3.40","4.60","1.20","3.40","1.00","0.60","5.60",""
"353","1715","1.00","1.80","9.80","9.00","20.00","2.60","1.40","3.00","9.40","3.00","11.00","1.80","2.40","5.40","1.80","2.80","1.00","1.00","5.20",""
"354","1720","1.60","1.40","10.40","8.00","23.40","2.00","2.60","2.40","8.80","2.60","10.60","2.60","3.40","4.40","1.20","2.60","1.80","2.00","3.80",""
"355","1725","0.80","1.20","11.20","10.00","20.20","2.40","2.40","2.80","9.20","3.40","10.40","2.00","3.40","4.00","1.00","3.20","1.60","1.60","4.20",""
"356","1730","1.00","1.00","10.40","9.20","22.40","3.40","2.20","2.60","10.00","2.80","11.60","3.00","2.80","4.00","1.60","2.40","0.80","0.80","4.60",""
"357","1735","1.80","1.60","11.00","9.60","22.20","1.20","3.20","3.60","10.00","2.40","10.40","2.20","1.20","5.60","1.00","3.20","1.60","2.00","3.60",""
"358","1740","1.60","1.20","13.80","8.60","23.40","2.80","1.20","3.60","10.20","3.80","9.40","2.00","4.40","3.00","0.80","3.80","1.60","1.40","3.80",""
"359","1745","1.60","1.00","9.80","10.40","23.00","1.80","3.60","3.60","9.40","3.40","13.80","3.00","3.60","4.00","2.00","3.40","1.20","0.80","5.20",""
"360","1750","0.80","1.60","9.20","10.20","20.80","1.20","2.20","3.20","10.20","2.80","12.60","2.00","3.00","5.00","1.00","3.40","0.80","1.00","4.80",""
"361","1755","1.60","1.00","12.80","9.40","22.60","3.40","1.00","3.20","8.80","4.40","10.40","1.40","3.60","4.80","2.40","3.60","1.60","1.60","5.20",""
"362","1760","0.80","2.20","9.60","9.40","24.00","1.80","3.60","2.60","9.40","2.00","11.00","3.20","3.20","5.80","0.80","2.00","2.00","2.00","4.80",""
"363","1765","1.80","0.80","12.00","9.80","23.00","2.80","1.80","3.60","11.00","3.60","12.20","2.00","2.80","3.80","0.60","3.20","1.40","1.20","3.80",""
"364","1770","1.00","1.00","11.60","8.20","21.20","2.00","1.60","3.20","10.00","3.60","9.60","2.00","3.40","4.40","1.40","3.60","0.60","0.80","4.40",""
"365","1775","1.00","1.00","10.80","9.20","21.80","2.40","1.80","4.20","8.80","3.60","12.00","1.20","4.00","4.40","1.80","4.60","1.20","1.00","6.00",""
"366","1780","1.40","2.00","11.00","9.60","22.40","2.20","2.00","2.20","10.20","3.20","12.40","2.40","2.60","5.20","1.20","2.60","1.60","1.60","4.20",""
"367","1785","1.60","1.40","10.40","9.00","20.80","2.00","2.60","4.00","8.00","3.00","9.60","2.60","3.40","5.00","1.80","3.00","0.80","1.00","4.00",""
"368","1790","2.00","1.40","9.60","10.60","20.60","1.20","2.20","2.80","8.60","3.20","13.00","2.40","3.80","3.80","1.20","2.60","2.40","2.20","5.00",""
"369","1795","0.80","1.20","10.40","10.20","23.20","3.20","3.00","2.80","10.20","2.40","11.20","2.80","2.00","4.40","1.80","3.20","1.00","1.40","5.00",""
"370","1800","1.60","1.80","12.40","8.80","25.20","2.60","2.40","3.00","9.60","3.00","11.00","2.20","3.00","5.00","0.80","2.60","1.00","0.80","3.40",""
"371","1805","1.40","1.20","13.00","9.60","22.80","3.00","2.20","3.00","11.60","3.40","10.40","2.20","2.80","4.40","0.80","3.80","2.20","2.00","3.40",""
"372","1810","1.80","0.40","9.80","10.00","22.40","1.60","3.20","4.20","7.80","4.20","12.80","2.80","5.00","2.80","1.00","4.20","0.60","0.60","5.00",""
"373","1815","0.60","1.00","11.20","10.00","22.40","2.60","1.80","3.00","11.60","2.60","13.20","2.20","2.80","6.40","2.20","2.40","0.60","0.80","5.80",""
"374","1820","1.00","2.20","9.80","8.20","20.40","1.80","2.40","3.20","8.80","2.80","9.40","2.60","2.20","4.00","1.40","3.00","2.00","1.80","4.00",""
"375","1825","0.80","1.60","11.80","9.00","22.40","3.20","2.00","1.60","9.80","3.00","10.20","1.60","3.40","4.80","1.20","2.60","1.60","1.60","4.00",""
"376","1830","2.00","1.20","11.00","9.00","23.60","2.20","2.20","4.20","10.80","3.00","10.20","2.80","2.40","4.20","0.60","3.00","0.80","1.20","3.20",""
"377","1835","1.20","0.60","11.20","9.80","21.00","2.40","3.40","3.40","8.80","4.40","12.20","3.20","3.20","3.40","1.00","4.00","1.60","1.40","4.80",""
"378","1840","1.60","1.00","10.40","11.00","23.20","2.80","3.40","2.20","10.20","2.00","13.80","3.40","4.20","3.60","1.80","2.40","0.60","0.40","4.80",""
"379","1845","0.80","1.40","12.80","8.40","23.60","3.80","1.80","3.20","12.60","2.60","9.40","1.80","2.00","6.00","1.80","2.60","0.80","1.40","4.60",""
"380","1850","0.60","2.00","13.60","8.40","24.00","2.60","2.40","2.80","10.20","3.20","10.40","2.80","3.20","3.80","0.80","3.20","2.20","2.00","3.80",""
"381","1855","2.00","0.80","10.40","9.60","20.60","1.60","2.80","3.40","9.00","3.00","10.80","2.20","3.00","4.20","1.20","3.20","1.40","1.00","3.60",""
"382","1860","0.00","0.00","0.00","0.20","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00",""
