Title: ECSA-IT1rBcq3hEoNIiljP8cwQqkdl3dhurdh Detailed Results


Section: Benchmark Information
Name     Value
-----    -------------
RunId    IT1rBcq3hEoNIiljP8cwQqkdl3dhurdh.14Z


Section: WebDriver Throughput
Display: Line
Time (s)  createOrder  basket  getCatalogue  getItem  getCart  login  getOrders  catalogue   home   tags  getCustomer  viewOrdersPage  cataloguePage  getRelated  addToCart  catalogueSize  getAddress  getCard  showDetails
470              1.60    1.00         11.00    11.00    23.60   1.60       1.80       3.20   9.60   2.60        11.40            2.00           2.60        4.40       1.60           2.80        1.00     1.20         4.40
475              2.40    2.00         12.00    13.60    33.40   2.60       5.60       3.00  12.20   3.80        16.80            5.80           3.00        6.20       1.60           4.00        2.00     2.00         5.00
480              1.60    0.80         11.60    12.40    16.40   2.20       3.60       2.80   8.40   3.40        13.40            3.40           3.40        3.20       1.80           3.00        1.20     1.20         5.60
485              1.40    0.60         10.60     6.00    16.20   2.80       1.60       1.00   9.60   1.00         6.00            1.60           2.00        3.40       0.60           0.80        0.40     0.40         1.80
490              0.80    1.00          9.60     8.40    28.60   2.20       1.20       4.40  11.00   3.60        11.60            1.20           2.80        5.20       1.80           4.00        1.40     1.20         3.80
495              1.00    2.00         12.80    11.20    21.60   3.80       2.20       3.80  12.40   4.60        12.60            2.00           4.60        4.20       0.80           4.20        1.00     1.00         6.60
500              1.20    1.40         15.20     8.80    23.40   2.60       2.80       3.60  10.20   2.20        11.20            3.00           2.40        4.00       1.20           3.20        2.00     2.00         4.00
505              1.20    1.80          8.80     7.40    16.20   1.20       1.60       1.80   7.40   3.20         9.00            1.80           3.80        4.80       1.20           2.40        0.60     0.80         3.80
510              0.60    1.00          6.40     6.00    14.00   1.40       1.80       3.00   5.40   2.20         7.40            1.20           2.20        3.20       1.00           2.40        1.00     0.80         3.00
515              1.20    1.00          7.80     6.40    18.80   0.80       1.80       2.00   6.80   3.00         7.00            2.20           2.80        3.60       1.60           2.80        1.40     2.00         3.20
520              1.40    1.20         10.00    11.40    26.80   1.80       1.80       2.60   8.00   2.40        12.60            2.60           1.80        4.80       0.60           2.20        2.20     2.40         3.60
525              3.40    1.60         11.40    11.20    30.20   2.00       5.00       6.00  11.60   4.40        12.20            4.60           4.20        3.60       0.80           5.00        1.40     0.60         4.80
530              1.20    0.80         13.80    11.60    20.20   4.80       2.20       3.60  12.20   4.80        14.80            2.00           5.20        3.20       0.80           4.40        1.00     1.00         4.80
535              1.00    0.60         10.40     8.60    20.80   2.00       2.80       2.00  10.00   2.40        11.20            2.80           2.20        4.20       1.60           2.40        0.80     1.20         5.00
540              0.80    1.00         11.00     8.40    18.00   2.40       2.00       3.40   9.80   3.20        11.60            2.00           3.20        5.00       1.20           3.40        0.60     0.60         5.00
545              0.80    1.20          7.20     5.60     9.80   0.60       1.80       0.60   4.20   1.40         5.80            1.20           2.00        2.80       0.60           0.80        1.60     1.20         2.20
550              1.00    0.80          5.80     7.80    17.80   1.60       1.80       1.00   7.20   0.60        10.40            1.80           0.80        4.00       1.40           0.60        0.20     0.40         4.20
555              0.80    1.00          9.60     5.20    15.80   2.60       1.00       2.60   8.20   1.40         6.80            1.60           1.00        2.80       0.60           2.60        0.40     0.20         1.80
560              0.60    1.40          8.60     7.60    19.00   1.40       2.80       1.40   8.60   2.80         8.60            2.60           3.00        3.40       0.40           1.80        0.80     1.20         3.40
565              0.60    0.80         12.60     6.20    25.40   2.00       2.00       4.60  12.40   2.20         8.00            2.40           1.80        4.60       0.80           3.80        1.80     1.60         2.20
570              1.40    0.00         12.40     9.00    21.60   3.80       2.00       4.40  10.80   4.60         9.20            2.00           4.40        2.80       0.60           4.20        0.60     0.40         3.00
575              1.40    0.40         12.60     8.60    24.80   4.20       3.00       3.20  10.60   4.40        12.00            3.40           4.80        3.40       1.20           3.60        1.20     1.20         5.60
580              0.80    1.60         14.40    11.00    28.60   3.20       2.60       4.20  14.20   3.80        14.60            2.00           4.00        5.80       1.20           4.00        0.60     1.20         5.20
585              1.00    1.40         12.20     8.80    19.60   2.80       2.20       3.00  11.00   3.20        10.60            2.40           3.20        4.20       1.60           3.40        1.20     1.20         5.00
590              0.60    0.40          8.20     8.60    18.40   0.80       2.00       3.00   6.00   2.80        11.40            1.40           2.80        3.20       1.60           2.40        1.00     0.40         5.00
595              1.60    2.00         10.40    11.00    28.60   3.00       3.40       2.60   9.00   3.40        12.60            3.60           3.40        6.40       2.20           3.20        1.60     2.00         5.00
600              0.60    1.60          8.40    10.00    18.60   0.80       2.20       2.80   8.20   2.60        12.40            2.20           2.40        6.00       1.40           2.60        1.00     1.00         5.20
605              1.80    1.40         13.60     8.60    27.60   5.00       2.20       3.60  12.40   3.00        10.80            2.40           2.80        4.00       1.00           3.20        1.20     1.80         4.40
610              1.00    2.00         15.20     9.80    22.40   2.40       2.20       3.40  13.40   3.80        12.40            2.00           3.40        5.80       1.40           4.00        2.00     1.60         4.40
615              1.00    1.00         10.20     9.40    17.40   2.40       2.40       2.00   8.00   2.60         9.40            2.40           3.20        3.60       0.80           2.00        1.80     1.40         4.20
620              1.40    0.40          6.80     6.20     9.40   0.80       2.40       1.00   5.20   1.00         6.80            2.20           1.00        1.80       0.40           1.40        0.40     0.20         2.00
625              0.40    0.40          3.80     3.00    12.20   2.40       1.40       1.60   4.20   1.00         3.00            1.80           1.40        2.40       1.00           1.00        0.60     0.60         1.40
630              0.40    1.00          9.60     5.00    18.80   1.20       1.80       3.20   8.80   2.60         6.80            1.60           2.40        2.40       0.60           3.20        0.40     0.60         3.00
635              0.80    0.80          7.80     7.40    19.40   2.80       1.20       3.20   7.00   3.40         8.60            1.00           3.00        3.60       1.20           2.60        1.00     1.20         3.40
640              1.80    2.20         12.60    11.40    32.00   3.00       2.80       3.80  12.40   3.60        16.20            3.80           4.00        4.80       1.00           3.80        2.00     2.20         5.60
645              1.40    0.80         15.00    12.00    27.80   4.20       4.60       2.80  12.80   3.00        13.00            3.80           3.00        5.40       1.60           3.00        1.60     1.00         4.60
650              1.20    1.40         12.00    10.80    20.20   2.00       2.20       3.60  10.60   3.80        12.20            2.40           3.60        4.20       1.60           4.40        0.60     0.80         5.00
655              1.00    1.20         10.20     8.20    19.20   2.80       2.00       2.80   9.60   2.80         9.80            1.80           3.00        3.60       1.20           2.00        0.80     1.20         3.80
