Title: ECSA-b1588YfJDrDO54g77DE4xswFOxy4BlPn Detailed Results


Section: Benchmark Information
Name     Value
-----    -------------
RunId    b1588YfJDrDO54g77DE4xswFOxy4BlPn.19N


Section: WebDriver Throughput
Display: Line
Time (s)  createOrder  basket  getCatalogue  getItem  getCart  login  getOrders  catalogue   home  tags  getCustomer  viewOrdersPage  cataloguePage  getRelated  addToCart  catalogueSize  getAddress  getCard  showDetails
630              1.20    0.80          7.20     7.40    13.00   0.60       0.80       3.00   7.80  3.00         6.20            1.20           2.40        3.00       1.20           2.80        0.20     0.40         2.00
635              1.00    0.20          6.80     5.00    13.20   1.20       2.20       1.60   4.80  1.60         7.60            1.80           2.40        2.40       0.60           1.80        1.00     0.80         2.40
640              0.20    1.00          5.40     5.80    12.80   0.60       0.80       1.00   5.40  1.20         7.20            0.60           1.00        2.20       0.80           1.20        0.40     0.60         3.40
645              0.80    0.80          6.40     4.20    13.20   2.40       1.00       2.00   5.40  1.40         6.20            1.20           1.60        2.80       0.80           2.00        0.40     0.80         2.40
650              0.60    1.20          6.60     5.00    12.00   1.60       1.40       1.60   4.80  1.80         5.00            1.40           1.80        3.40       1.00           1.20        1.40     1.00         3.00
655              0.80    0.60          5.60     5.80    17.80   1.40       1.00       2.60   6.60  2.80         7.20            1.00           2.20        2.40       0.60           2.80        0.60     0.60         2.60
660              1.20    0.80          7.00     7.00    13.80   1.60       2.80       1.80   6.00  1.60         9.00            3.20           2.40        4.20       1.80           2.00        0.60     1.00         4.40
665              0.60    0.60          8.00     6.40    10.80   1.60       1.40       1.80   6.60  2.00         6.60            1.20           1.40        2.20       0.20           1.80        1.00     0.40         1.80
670              0.60    0.80          5.40     4.80    11.60   1.80       0.80       0.80   5.20  1.20         6.00            0.80           1.80        1.20       0.40           0.80        0.20     0.20         2.00
675              0.80    0.80          6.20     4.20    13.40   2.00       1.80       2.20   5.60  2.00         4.80            1.80           1.00        2.80       0.80           2.20        1.00     1.40         1.40
680              0.60    0.80          8.60     5.40    16.80   1.40       1.40       2.00   7.80  2.20         5.80            2.00           2.60        2.80       0.40           2.00        1.20     0.80         2.80
685              1.00    0.80          6.80     6.20    16.20   2.00       2.40       2.40   6.00  2.00         9.40            1.60           2.20        2.80       1.40           2.00        0.80     1.00         3.40
690              1.40    0.60          6.20     9.40    14.20   1.80       2.20       2.20   4.60  1.60         9.20            2.40           1.60        2.80       0.80           2.40        0.80     0.80         3.80
695              0.80    1.00          7.00     5.80    10.60   1.20       1.20       1.20   6.20  2.60         8.60            1.40           2.00        2.20       0.80           1.60        0.80     1.00         2.80
700              0.60    1.20          8.00     6.20    12.80   1.80       1.00       0.80   6.60  0.40         4.20            0.40           1.40        3.40       1.20           0.40        1.00     0.60         2.00
705              0.00    0.60          6.40     4.40    14.20   1.60       1.00       2.80   6.00  1.60         6.40            1.60           0.80        2.60       1.20           2.20        0.60     1.20         3.40
710              1.00    1.40          6.00     6.20    15.20   1.60       2.00       1.60   5.40  2.60         6.20            1.60           2.80        3.20       1.20           2.20        1.00     0.60         2.60
