Title: ECSA-7IzBcnFlpNGW7GuoZWeIidYtkbuWwXmD Detailed Results


Section: Benchmark Information
Name     Value
-----    -------------
RunId    7IzBcnFlpNGW7GuoZWeIidYtkbuWwXmD.19F


Section: WebDriver Throughput
Display: Line
Time (s)  createOrder  basket  getCatalogue  getItem  getCart  login  getOrders  catalogue   home   tags  getCustomer  viewOrdersPage  cataloguePage  getRelated  addToCart  catalogueSize  getAddress  getCard  showDetails
240              1.60    2.40         19.20    13.40    36.20   3.40       4.20       4.20  14.00   4.20        18.20            4.80           4.00        7.60       2.60           4.60        1.40     1.40         8.00
245              2.60    1.60         16.40    16.40    33.00   4.00       4.20       4.80  14.60   4.60        17.40            4.80           5.00        7.60       2.80           4.20        3.00     2.40         7.20
250              2.20    3.60         17.80    16.80    35.60   4.00       4.00       4.00  15.60   4.40        19.00            4.00           5.20        7.40       2.00           4.60        2.40     3.00         7.40
255              2.20    2.60         19.20    14.00    36.80   4.40       3.80       3.80  16.20   4.00        17.40            3.20           3.80        8.20       1.40           3.40        3.20     2.60         4.80
260              2.60    1.20         20.20    16.40    37.00   5.40       4.20       5.20  18.00   4.40        16.40            5.40           3.80        5.00       1.60           4.60        1.80     2.00         6.20
265              2.80    1.20         18.40    13.00    35.60   4.40       6.80       4.60  15.80   4.80        18.00            5.80           5.40        5.00       1.60           4.60        1.80     1.40         5.80
270              1.60    1.80         17.60    16.20    35.20   4.40       4.40       5.20  15.60   5.20        18.40            3.80           4.80        6.20       2.40           5.80        1.20     1.60         6.00
275              1.60    2.20         17.60    15.20    36.20   4.40       3.80       4.20  17.00   4.60        17.20            3.60           4.40        6.80       1.80           4.40        1.40     1.80         8.20
280              0.80    2.20         18.80    14.00    35.00   3.80       2.80       4.40  17.60   4.60        17.40            3.40           4.80        7.80       2.80           4.80        2.60     2.00         7.20
285              1.40    2.40         16.00    12.80    33.80   4.20       4.20       5.80  13.80   4.40        15.80            4.00           4.60        7.00       2.00           4.20        1.60     2.20         6.60
290              2.40    2.00         17.00    15.40    35.80   3.20       4.20       5.00  14.40   4.80        17.80            4.60           4.20        7.00       1.80           5.60        2.00     2.00         6.40
295              2.20    2.00         17.00    16.00    34.40   4.40       5.40       3.60  13.40   5.20        18.40            5.20           5.80        5.80       1.60           4.00        2.80     2.60         7.20
300              3.40    1.00         15.00    17.40    32.40   3.40       4.60       3.60  17.20   4.00        18.60            4.80           3.80        7.40       2.00           4.00        2.00     1.40         6.80
305              1.40    3.00         22.80    13.20    39.80   3.80       4.40       4.60  17.20   3.80        17.80            4.00           4.00        6.20       1.60           3.60        1.40     1.60         4.80
310              1.40    1.80         19.00    13.60    32.40   5.40       2.80       6.40  17.80   6.60        14.80            3.00           5.40        5.80       1.80           7.40        2.80     3.20         5.80
315              3.00    1.60         16.40    16.60    39.60   2.40       6.00       5.60  15.20   4.60        20.20            6.00           5.00        6.20       1.60           4.60        1.20     1.00         7.80
320              1.40    1.20         19.40    15.80    36.80   4.80       2.20       5.80  17.80   6.20        17.40            1.60           6.80        7.80       1.80           5.60        2.40     1.80         6.80
325              2.80    1.80         18.00    13.40    32.00   5.00       4.80       4.40  14.60   5.00        18.40            5.60           4.80        4.80       1.80           5.60        1.00     1.60         8.20
330              1.00    2.40         15.20    14.00    35.80   3.80       3.80       4.20  15.40   4.00        17.40            3.20           4.20        8.20       2.40           3.40        1.60     1.60         7.20
335              1.00    1.80         19.00    13.60    37.20   3.60       4.80       4.00  17.00   4.20        16.20            4.40           3.40        7.40       1.80           4.40        2.00     2.00         6.20
340              2.00    1.60         19.80    15.40    38.00   4.40       2.60       7.00  17.80   5.40        18.00            3.00           6.40        7.80       2.00           6.40        2.00     1.40         6.20
345              1.80    2.80         18.40    13.60    38.00   4.40       3.40       6.20  15.40   7.40        18.80            3.80           6.80        6.40       2.20           6.40        2.00     3.40         7.40
350              2.60    2.20         17.60    17.00    33.20   3.60       3.80       4.20  13.40   3.60        19.60            4.20           4.00        7.80       2.60           3.40        2.80     1.80         8.80
355              1.80    2.00         15.80    14.80    36.00   3.40       4.20       4.20  14.80   5.20        18.40            3.80           4.40        7.40       2.00           5.60        1.60     1.60         7.20
360              2.00    1.40         17.80    15.60    37.40   5.00       5.20       4.00  16.00   4.60        17.80            5.60           5.80        6.00       1.80           4.20        2.20     2.20         6.80
365              2.80    2.40         18.20    17.80    32.40   3.60       5.40       4.00  16.80   3.80        18.80            5.40           3.80        8.20       2.40           3.40        1.80     1.60         6.40
370              1.20    2.20         18.60    13.00    37.00   6.40       3.80       4.20  20.20   4.60        17.20            2.60           3.40        6.40       1.20           5.00        2.20     2.20         5.60
375              2.80    2.40         21.80    14.00    39.00   3.60       4.20       6.00  17.20   4.60        15.40            5.60           4.80        5.60       2.20           5.40        2.20     3.00         6.40
380              1.80    1.20         15.20    14.80    33.40   3.40       5.20       5.80  13.40   5.60        19.60            4.40           5.60        6.00       1.20           6.00        2.40     1.80         6.80
385              2.00    1.20         19.20    16.20    39.20   4.40       3.40       5.00  17.40   4.80        18.20            3.40           5.80        7.40       2.00           4.00        1.00     1.00         6.20
390              2.00    1.80         18.60    14.80    34.20   4.80       3.40       4.00  17.20   6.20        18.00            3.80           4.60        6.00       2.20           5.40        1.40     1.40         8.80
395              1.00    2.60         18.60    11.80    36.80   3.80       3.60       6.20  15.60   4.60        16.20            3.80           5.20        8.00       3.00           5.40        1.80     2.40         7.20
400              1.40    2.40         17.20    15.00    36.60   2.40       4.40       5.80  14.00   4.60        18.40            4.00           5.20        6.80       1.00           4.80        2.80     2.80         6.60
405              2.80    1.40         17.20    15.80    32.80   3.80       3.60       4.20  16.40   5.20        18.40            4.40           4.80        7.80       2.40           5.20        2.20     1.40         6.80
410              2.60    1.80         17.60    16.80    36.40   5.20       4.40       4.40  16.60   4.20        17.60            4.60           5.00        6.60       1.20           3.80        1.60     2.00         5.80
415              2.00    2.00         19.60    14.60    38.00   4.20       4.60       4.40  16.20   5.20        18.60            4.20           4.80        6.60       2.00           5.80        2.00     2.00         7.80
420              1.80    2.00         17.80    15.40    37.00   4.40       4.20       6.20  17.60   5.00        17.80            3.60           4.40        6.20       2.20           4.60        1.20     1.60         6.00
425              2.00    2.40         19.00    11.80    32.20   4.60       3.00       4.40  15.60   6.20        14.80            4.00           7.00        7.20       2.00           6.00        2.40     1.60         7.00
430              1.20    1.60         16.60    17.80    38.40   3.60       4.80       5.60  15.60   4.00        21.60            3.20           3.80        6.60       1.80           4.20        1.80     2.00         7.80
435              1.60    1.60         21.40    13.80    38.00   5.60       4.00       4.60  18.80   4.60        17.00            4.60           5.00        8.80       2.00           4.40        2.20     2.00         6.40
440              2.40    2.00         17.80    14.60    35.80   4.20       3.00       5.20  18.00   6.20        17.60            4.00           5.00        5.80       1.80           5.60        1.80     2.00         7.00
445              1.80    2.60         17.60    13.20    36.60   3.40       4.80       5.60  14.40   4.60        16.20            3.80           5.00        7.00       2.40           5.60        2.40     2.40         7.20
450              1.00    1.60         18.20    16.20    33.80   3.40       3.00       5.00  14.60   5.80        17.80            2.80           5.80        8.20       2.40           5.60        1.80     2.00         7.20
455              3.80    3.20         15.20    15.00    38.00   5.20       4.80       5.20  14.20   4.20        20.00            5.20           4.60        5.80       1.40           4.00        1.80     2.00         7.20
460              1.80    0.80         19.20    16.40    34.20   3.40       3.40       3.40  16.20   5.40        18.80            3.60           5.20        7.00       3.40           4.80        2.80     2.20         8.20
465              2.00    2.60         15.20    16.80    33.20   3.00       3.60       5.00  13.20   3.60        19.00            3.20           4.40        7.20       2.60           4.40        1.80     2.00         8.60
470              2.80    3.20         15.80    13.60    36.60   4.20       4.00       5.80  14.60   6.40        16.00            4.20           4.40        8.40       2.40           6.40        2.20     2.80         5.60
475              1.20    2.60         17.60    15.20    35.00   2.60       3.20       3.60  13.40   3.80        18.60            3.20           5.40        7.20       2.40           3.20        4.00     3.20         7.60
480              3.00    2.00         17.20    18.40    38.60   3.60       5.00       4.40  16.00   3.80        20.80            4.40           3.80        8.00       2.40           4.00        1.80     2.60         7.20
485              2.00    2.80         18.80    14.60    31.40   6.00       3.40       4.20  16.00   4.60        14.60            3.80           4.20        6.00       1.60           4.80        1.60     1.40         5.60
490              2.60    1.60         20.40    13.60    37.40   3.80       5.40       4.80  16.20   5.00        18.00            5.40           5.80        7.00       2.00           5.40        3.00     2.80         6.80
495              2.40    2.20         15.00    19.40    35.80   2.40       4.20       5.40  12.40   5.00        19.20            4.20           4.40        6.40       1.60           4.60        2.20     1.80         6.60
500              3.60    2.20         16.60    16.00    35.40   4.20       5.60       3.80  16.40   4.20        19.80            6.00           4.20        7.00       2.00           4.00        1.40     1.60         6.60
505              0.80    1.80         21.40    11.80    34.00   6.00       3.80       4.40  19.40   4.20        14.00            3.20           3.80        6.40       1.80           4.60        2.60     2.80         5.60
510              1.40    1.40         19.80    14.40    41.20   4.40       3.40       5.00  19.00   5.40        18.80            4.20           5.00        5.20       2.20           5.40        1.60     1.20         6.40
